winner,cluster,mod,lobby,r_1,r_2,r_3,r_4,r_5,d_1,d_2,d_3,d_4,d_5
-1,223,2,3,8,9,16,36,73,2,5,62,93,98
-1,225,2,2,23,27,29,44,67,4,9,61,99,103
1,144,2,3,35,42,74,99,104,59,70,72,73,84
-1,145,2,3,26,29,48,93,106,9,27,36,42,44
-1,156,9,2,9,48,57,69,82,6,15,23,46,73
1,155,2,2,4,26,46,71,74,7,9,34,44,104
-1,225,8,2,16,32,76,79,98,2,35,36,41,87
-1,135,2,3,9,28,34,44,54,22,25,32,63,67
-1,224,2,2,1,19,29,59,96,9,10,34,54,98
-1,231,8,2,21,64,74,84,94,2,26,34,48,88
-1,131,2,2,1,53,94,96,113,18,21,32,99,104
1,223,2,3,8,16,32,84,93,9,17,31,44,104
1,223,8,2,9,18,29,62,73,25,26,41,53,76
1,151,2,2,12,28,35,54,59,8,17,22,49,96
-1,231,2,3,7,8,11,68,76,18,29,62,73,104
1,224,8,3,15,33,88,93,103,23,26,36,70,74
-1,227,2,2,5,14,25,44,63,35,98,104,106,110
1,225,8,2,1,16,22,58,75,2,3,14,23,35
1,231,2,2,10,14,23,42,88,9,26,28,94,103
-1,231,2,2,1,5,26,74,94,22,53,67,86,105
1,191,1,2,15,21,25,65,73,1,20,51,60,61
-1,223,8,3,19,43,44,57,104,6,16,17,29,56
1,192,2,2,1,21,22,23,86,2,9,16,34,56
1,153,2,3,1,34,40,42,93,19,68,84,94,104
1,151,2,3,20,42,50,67,94,2,7,9,12,35
-1,223,8,3,4,17,19,90,104,2,10,23,73,98
-1,155,2,2,12,14,33,44,93,32,41,63,77,109
-1,153,2,3,41,42,63,75,103,8,9,31,71,73
1,156,2,3,20,28,44,62,74,32,55,59,88,98
1,144,1,2,1,18,27,36,87,12,31,54,73,92
1,225,8,3,9,30,35,38,41,34,37,47,62,94
1,156,2,3,8,9,16,64,74,13,35,87,96,104
1,145,2,3,9,44,54,90,104,4,21,49,71,75
1,192,9,2,19,32,34,46,57,39,42,47,51,85
-1,186,2,2,41,50,56,98,106,6,35,37,84,112
1,227,2,2,2,8,55,76,112,9,14,34,62,109
1,152,2,2,4,41,44,53,93,2,31,47,70,71
-1,133,2,2,6,32,53,62,71,1,14,99,101,109
1,154,8,2,22,54,59,69,110,1,38,45,52,55
-1,224,2,2,7,14,69,74,79,21,27,88,93,106
-1,171,9,2,15,18,32,35,42,41,48,54,62,89
1,224,1,2,29,35,94,96,113,36,45,59,76,109
-1,231,2,3,1,54,62,71,73,9,26,59,93,111
-1,152,2,2,1,7,21,35,79,6,44,59,67,106
1,185,2,2,16,41,59,88,111,4,8,54,56,58
1,153,2,3,2,8,35,54,67,44,64,93,104,110
1,137,2,2,44,57,74,81,98,18,19,26,54,68
-1,153,2,3,11,29,98,100,112,6,25,41,94,101
1,151,2,2,2,44,74,75,95,21,38,52,67,106
1,155,2,3,6,29,30,41,98,9,14,88,104,111
-1,153,2,3,14,21,32,54,103,6,7,8,28,74
-1,224,2,2,7,9,32,77,93,2,4,14,35,61
1,224,2,2,9,41,49,60,69,2,14,17,20,35
1,186,9,2,18,42,68,70,71,35,40,44,48,88
1,227,2,2,8,42,48,99,102,9,44,62,93,101
-1,186,2,2,4,39,48,68,74,32,44,56,57,75
-1,152,2,3,2,26,44,75,81,9,14,32,48,62
1,152,2,3,1,7,18,19,22,4,12,39,44,74
1,156,9,2,15,56,64,72,75,1,36,41,101,102
-1,231,8,2,12,14,49,62,75,10,17,88,103,104
-1,145,2,2,14,32,35,98,101,9,28,41,74,109
1,156,2,2,11,21,36,41,44,26,34,74,93,104
-1,224,1,2,34,48,49,53,97,2,25,28,37,101
1,227,2,2,9,53,54,65,67,4,25,55,77,93
1,186,2,3,7,21,42,62,104,1,9,12,33,76
-1,224,2,2,5,11,13,25,97,2,6,21,26,41
-1,152,2,2,6,22,27,74,106,5,9,11,32,34
1,188,2,2,14,42,44,56,104,27,54,82,95,113
-1,152,2,3,8,14,26,28,53,6,23,36,65,104
1,153,2,3,53,82,99,103,106,2,7,14,35,44
-1,152,2,3,2,9,34,65,93,17,18,35,36,71
1,137,9,2,27,46,54,87,110,8,19,30,37,104
1,185,2,3,29,33,44,73,94,19,58,64,81,112
1,185,2,3,6,10,62,104,110,8,9,16,17,30
1,227,2,2,8,14,17,23,32,18,25,37,69,97
-1,227,2,3,18,21,42,68,74,2,8,52,57,98
1,153,2,2,1,18,42,103,105,7,68,74,79,98
1,227,8,3,14,74,85,87,95,5,6,33,41,47
1,153,2,2,8,9,30,42,50,7,14,34,37,71
1,112,2,2,4,38,47,54,76,32,41,74,98,102
1,153,2,2,2,25,44,56,83,9,15,19,29,82
-1,154,2,3,17,50,97,100,104,6,27,44,70,71
-1,224,8,2,25,41,62,98,103,5,14,29,74,93
1,155,2,2,35,41,44,70,86,30,59,73,89,90
1,151,2,3,11,22,35,76,104,1,6,8,96,98
1,152,2,3,1,6,41,90,110,4,11,14,56,84
1,151,2,2,5,9,11,74,93,4,18,19,23,71
1,156,2,2,5,23,56,94,104,9,45,74,90,106
1,171,2,2,11,17,48,57,104,1,7,33,101,102
1,151,2,2,8,11,16,32,44,4,6,26,39,59
1,227,8,3,2,36,44,93,103,32,50,54,59,88
-1,161,2,2,9,23,48,81,99,14,59,62,93,104
1,185,2,3,36,46,86,95,99,14,22,44,84,104
1,144,2,3,2,35,44,48,88,12,14,18,47,104
1,155,2,2,20,32,35,53,82,6,60,62,73,96
1,224,2,2,18,26,43,71,74,2,12,59,75,97
-1,188,9,2,5,20,26,56,60,40,48,50,67,84
1,224,8,3,10,37,43,88,99,9,21,28,85,104
1,151,2,3,14,22,41,57,84,2,7,18,35,44
1,224,2,2,2,10,42,87,93,4,11,26,44,51
-1,227,8,3,10,21,39,93,104,8,14,35,57,60
1,232,2,3,17,20,21,36,93,6,7,49,74,81
1,151,2,3,6,9,11,28,94,14,39,63,88,109
-1,261,2,2,4,9,13,53,109,5,32,34,54,93
1,227,2,2,6,29,36,42,88,27,44,46,78,103
1,231,4,2,11,43,46,78,96,1,52,53,76,84
-1,227,8,3,8,17,48,54,60,66,74,75,93,96
1,223,2,2,32,41,54,68,71,10,36,83,98,106
-1,225,2,2,8,9,26,42,62,2,19,74,84,104
1,152,2,2,11,19,29,33,97,1,41,74,101,103
1,225,8,2,14,28,93,103,106,12,43,69,88,105
1,136,8,3,6,14,16,36,44,5,10,11,32,79
-1,155,2,2,4,14,20,93,98,11,17,32,82,104
1,154,9,2,18,35,49,98,110,28,48,62,94,97
1,154,9,2,26,34,47,83,95,6,21,37,62,63
-1,144,9,2,8,34,52,53,59,18,32,63,68,70
1,232,2,2,2,8,15,47,105,11,22,44,59,73
-1,156,2,3,2,10,13,41,79,5,28,34,93,104
1,224,2,2,32,59,70,74,84,2,9,20,88,107
1,156,2,2,9,39,56,79,89,2,8,13,32,107
-1,152,2,3,13,54,65,79,93,18,39,84,97,104
1,137,2,3,6,8,35,63,74,21,44,62,75,84
1,154,9,2,16,34,49,88,109,6,44,48,56,94
1,151,2,2,5,16,47,59,104,8,28,32,35,49
1,136,2,3,4,15,30,56,63,2,35,68,73,98
1,154,2,3,1,16,44,71,75,8,17,26,74,104
1,135,2,2,9,20,42,44,71,7,18,34,48,88
-1,155,9,2,35,47,56,59,85,29,42,49,63,93
1,155,2,2,1,9,39,74,104,8,25,35,53,93
-1,225,2,2,42,62,74,98,102,7,35,59,64,104
1,151,9,2,23,35,70,76,99,18,32,46,48,96
-1,187,2,2,14,44,68,73,84,17,18,59,103,105
1,156,9,2,9,14,55,81,99,8,39,58,74,86
1,156,2,3,6,9,34,49,87,21,44,51,58,74
-1,187,2,3,4,16,17,21,106,2,5,8,88,93
-1,231,2,3,17,26,79,93,99,1,9,11,14,86
1,136,9,2,5,6,14,35,62,8,15,51,67,96
-1,136,3,2,5,29,31,34,91,60,78,89,96,103
1,153,2,2,2,6,32,44,93,1,4,8,21,104
-1,227,8,3,2,6,21,41,68,14,17,23,88,106
1,153,9,2,1,4,10,14,17,12,21,35,98,109
1,156,2,2,17,27,28,42,91,9,35,44,45,62
1,153,2,2,6,9,32,79,86,2,18,50,54,74
1,112,2,3,2,14,44,52,104,16,87,93,98,106
1,183,9,2,18,25,90,95,101,6,31,57,59,64
-1,156,2,3,3,9,63,74,93,5,6,8,33,69
1,155,2,2,6,18,34,67,96,30,32,44,63,84
1,153,2,3,9,26,38,41,84,16,21,44,90,106
-1,188,2,3,8,41,88,104,111,11,16,36,59,71
1,155,2,2,14,48,54,60,71,18,21,25,35,44
-1,155,2,3,16,17,41,65,74,9,44,63,67,104
1,223,2,2,2,11,32,34,75,5,8,14,62,81
1,231,8,3,6,23,67,71,101,7,12,18,64,93
1,153,2,3,6,28,30,42,49,9,22,44,53,81
1,151,2,3,6,14,23,45,67,8,32,43,49,101
1,156,9,2,10,15,21,57,100,1,7,20,92,94
-1,227,2,2,9,32,67,73,98,11,36,70,93,96
1,191,2,3,1,28,34,98,110,2,20,35,62,93
1,224,9,2,2,20,40,63,69,29,65,71,73,98
-1,184,2,3,26,70,74,100,104,6,17,35,44,50
-1,171,2,3,18,26,56,73,101,11,14,44,62,68
1,156,2,2,42,44,66,70,75,12,19,22,90,105
-1,155,2,3,5,6,9,16,54,8,56,97,98,103
1,192,2,2,6,19,25,56,81,8,48,62,70,85
-1,227,8,2,4,62,63,68,71,8,33,94,100,104
1,227,2,3,11,32,67,71,110,5,9,17,93,99
1,156,2,2,14,16,25,67,79,5,42,44,86,93
1,227,8,3,15,41,43,68,103,1,2,25,73,84
-1,227,9,2,9,28,48,67,74,2,4,73,85,100
-1,112,2,3,35,44,77,84,101,17,23,25,60,104
1,151,2,3,2,4,9,19,22,1,21,44,58,104
1,152,2,3,6,9,28,30,39,22,23,34,41,59
-1,223,2,3,16,21,54,65,81,2,18,23,76,99
-1,151,6,1,8,9,23,39,98,6,20,47,50,65
1,154,9,2,19,53,61,91,106,18,39,63,80,111
-1,224,2,3,4,6,50,98,104,2,32,40,63,93
1,152,9,2,23,37,58,63,67,1,17,81,90,100
-1,156,2,3,1,9,13,75,102,14,30,33,44,84
1,151,2,2,16,18,19,22,44,35,56,93,95,104
-1,154,2,2,41,44,58,63,75,32,34,35,54,93
1,154,2,2,9,14,20,44,104,27,33,52,84,93
-1,154,2,3,9,34,44,68,98,6,22,28,48,67
1,225,3,2,25,28,47,56,73,9,12,16,22,80
1,154,2,2,21,42,44,59,105,2,8,22,23,96
-1,151,2,2,8,32,35,59,104,9,14,34,44,47
-1,151,2,3,1,6,28,32,97,5,17,39,41,44
1,151,2,2,3,8,32,39,44,4,6,14,63,104
1,152,2,3,10,23,30,50,97,8,21,26,32,98
1,181,8,2,4,9,20,85,93,6,47,56,86,100
1,155,2,3,6,29,32,44,57,7,42,48,50,74
1,123,2,3,18,29,33,34,37,32,47,67,75,86
-1,227,2,3,11,18,26,36,104,2,8,9,14,74
1,227,9,2,1,30,57,63,69,12,14,25,54,93
1,156,2,3,6,21,50,99,104,9,26,39,44,106
1,227,8,2,14,41,75,84,106,6,9,19,26,29
-1,112,2,2,2,5,44,73,83,8,42,62,68,104
1,227,2,3,9,31,41,69,93,4,44,59,79,90
1,154,2,3,9,17,44,67,68,10,32,34,74,104
-1,185,9,2,17,53,93,97,102,6,11,41,99,104
1,154,2,3,22,28,75,76,90,32,41,74,85,93
-1,171,2,3,32,43,57,71,112,23,25,41,76,86
-1,151,2,3,8,39,59,94,105,9,16,18,35,113
1,145,2,2,5,40,44,82,102,7,46,93,98,103
1,182,2,2,17,57,93,94,104,1,8,14,33,56
-1,132,9,2,36,39,41,84,97,43,65,71,72,104
1,156,2,2,4,30,37,73,95,14,32,41,74,77
-1,152,2,3,13,23,90,107,109,8,55,84,98,104
-1,122,2,3,8,10,18,42,101,5,44,54,62,110
-1,224,2,2,8,9,23,46,104,21,42,68,88,106
-1,156,2,2,8,32,41,46,57,9,34,44,54,62
-1,223,8,2,1,2,7,58,98,36,47,48,95,103
1,261,2,2,16,25,48,72,100,2,32,46,92,102
1,182,9,2,2,44,54,72,76,11,36,50,81,98
-1,144,2,2,6,22,26,68,104,12,18,28,39,55
1,183,2,2,6,14,34,50,95,11,27,35,49,98
-1,181,2,3,54,56,68,69,82,9,45,65,73,106
1,187,2,2,2,11,67,93,104,32,35,42,56,106
1,156,2,3,14,35,36,76,104,12,65,70,84,98
1,225,2,2,9,28,44,72,93,10,14,17,82,110
-1,124,2,2,2,6,31,44,74,17,39,41,51,84
1,152,2,2,11,59,71,74,112,30,35,38,54,106
1,156,2,3,8,9,11,51,86,20,34,48,84,97
1,225,2,2,4,12,14,43,105,8,16,22,55,97
1,187,9,2,14,22,88,100,109,21,44,45,97,106
-1,232,1,2,12,26,47,70,99,8,45,81,85,103
-1,225,2,2,16,29,34,62,67,2,8,9,33,73
-1,155,2,2,33,34,60,98,104,6,26,49,57,71
1,155,2,2,43,59,70,74,104,6,14,32,40,44
1,171,2,2,17,38,84,89,110,2,6,9,45,54
1,227,8,2,9,14,93,98,104,6,26,43,47,56
1,227,2,3,11,18,68,87,104,1,2,75,97,112
1,155,2,3,9,18,36,41,74,26,59,67,72,93
-1,134,2,2,2,14,39,50,71,19,35,41,75,84
1,131,2,3,10,13,26,102,110,9,42,44,74,93
-1,232,2,3,4,39,41,84,98,9,14,28,44,55
-1,153,2,3,1,2,21,87,113,14,59,63,74,84
-1,153,2,2,12,38,54,71,86,14,25,49,69,93
1,144,2,2,6,9,12,48,60,16,23,42,44,62
1,132,2,3,7,9,26,68,106,10,14,41,63,79
-1,223,2,2,1,9,14,20,43,8,55,68,74,81
1,144,2,3,4,22,28,93,105,18,52,62,71,104
1,156,2,3,12,32,34,57,94,18,27,74,93,104
-1,224,2,3,10,21,23,32,37,8,30,44,51,73
1,153,2,3,9,87,93,98,104,25,34,41,44,102
1,153,2,2,64,82,83,105,106,12,20,28,76,103
1,156,2,3,7,9,22,42,89,30,41,57,82,104
1,154,2,3,2,7,14,23,36,12,21,28,59,104
1,111,9,2,60,72,79,85,88,3,19,35,48,68
-1,227,2,2,17,53,95,105,107,10,14,49,54,98
1,153,2,3,14,44,46,54,96,18,33,34,84,93
1,224,8,3,9,12,23,41,88,8,22,42,93,110
-1,152,2,3,14,26,32,38,44,1,9,51,98,104
1,224,2,3,7,28,32,48,94,35,45,54,75,104
-1,224,2,3,4,36,54,68,99,8,73,80,98,112
1,134,9,2,34,40,53,71,80,5,8,32,35,57
1,182,9,2,17,18,42,102,104,13,25,41,68,82
1,227,8,3,13,23,41,79,98,2,36,62,74,99
-1,191,2,3,16,32,41,53,73,2,9,44,99,112
-1,144,2,2,4,6,18,48,89,22,35,63,72,102
-1,154,2,2,9,19,54,59,86,2,5,14,53,76
-1,204,9,2,14,59,70,79,97,2,36,81,84,85
1,154,2,3,6,9,20,41,79,12,28,32,74,84
1,187,9,2,12,21,58,61,93,5,13,32,46,63
1,224,2,2,2,14,17,62,93,10,41,69,75,101
1,134,2,3,9,18,19,26,84,14,16,56,62,96
1,153,2,2,5,44,70,74,104,6,32,48,54,71
-1,156,2,3,21,50,73,94,98,34,68,93,99,104
1,152,2,2,6,7,75,88,99,9,28,35,98,106
-1,154,2,2,4,22,62,88,104,5,36,86,90,96
-1,156,2,2,18,35,48,98,110,1,2,8,44,86
1,154,2,3,12,32,63,73,75,4,28,52,56,70
1,151,2,3,39,47,54,68,104,6,13,29,50,59
1,182,2,2,20,39,42,78,104,2,44,53,61,85
1,181,8,3,6,14,76,84,91,11,41,59,86,111
1,151,2,3,7,18,32,47,74,75,82,90,93,99
1,152,9,2,51,62,75,93,95,32,41,88,94,99
1,155,9,2,42,56,63,87,104,28,35,39,68,99
-1,131,2,2,14,35,62,74,93,1,2,30,42,100
-1,224,2,2,32,44,52,62,94,2,49,96,104,105
1,227,2,2,2,23,25,26,56,16,42,86,90,104
1,131,2,3,5,8,21,49,79,26,27,62,77,93
1,223,2,2,9,79,86,94,104,23,44,60,88,93
-1,156,2,3,9,14,18,28,109,21,29,42,67,68
1,152,2,2,1,4,18,34,70,14,19,44,98,104
-1,151,2,3,8,14,21,58,68,19,34,57,73,90
1,156,2,2,14,15,23,51,86,3,9,18,39,84
1,227,8,2,7,18,57,73,104,10,25,62,79,105
-1,144,2,2,7,8,41,56,59,12,25,70,93,106
1,152,9,2,4,8,16,47,53,1,11,46,59,70
-1,224,8,2,23,86,94,97,98,18,21,22,41,92
1,156,2,3,9,14,44,46,84,2,8,10,17,71
-1,224,2,3,6,9,41,74,86,1,10,14,23,84
1,156,2,2,54,55,67,71,74,11,18,36,59,104
1,224,9,2,10,32,54,72,98,11,40,69,80,96
1,151,2,2,14,26,32,47,59,6,19,28,31,44
-1,138,2,2,7,30,32,59,81,6,73,84,98,105
-1,154,2,3,1,39,41,53,86,9,21,44,75,97
1,151,2,3,28,35,37,44,104,2,54,73,78,93
-1,153,2,3,18,23,26,28,104,1,4,22,32,86
1,182,2,2,9,34,44,100,104,14,18,40,46,87
-1,145,2,2,47,50,59,74,81,9,14,20,23,67
1,152,2,3,28,74,86,93,104,9,19,25,27,62
-1,204,2,3,6,23,32,87,99,16,34,41,94,100
1,156,2,2,7,21,44,54,59,6,8,14,32,35
-1,152,9,2,38,44,59,60,99,12,16,41,43,76
1,151,2,2,17,21,23,41,53,30,32,93,100,110
1,151,2,2,2,5,22,54,87,25,26,44,48,93
-1,224,8,3,1,9,38,54,68,10,65,88,93,103
1,155,2,2,32,57,95,96,102,1,16,39,44,62
-1,156,2,3,9,26,56,93,104,4,10,23,74,84
1,231,2,2,8,9,29,62,94,1,2,28,54,84
1,151,2,3,4,18,32,34,55,9,51,57,67,93
1,124,2,3,17,50,63,99,104,9,26,73,74,95
-1,112,2,2,2,21,52,53,59,32,35,60,62,111
-1,153,2,2,5,11,75,93,98,7,26,36,59,106
1,227,2,2,17,32,42,60,93,8,21,22,104,106
-1,137,2,3,36,49,57,74,93,14,43,63,68,98
1,152,2,2,18,74,84,93,110,11,20,25,54,73
-1,223,8,3,8,28,46,52,82,23,41,48,53,74
-1,231,8,2,14,41,44,45,74,6,21,63,84,87
1,231,2,3,14,44,62,71,74,16,22,67,75,104
1,227,2,3,2,6,18,63,72,8,19,29,54,71
1,151,2,3,6,9,74,84,86,11,16,18,29,90
1,184,2,3,1,34,42,45,68,39,71,86,93,94
1,181,2,3,11,21,27,42,109,5,8,37,54,85
1,152,2,2,1,2,44,64,98,31,32,74,101,102
1,153,1,2,23,75,97,99,112,8,32,53,70,71
-1,156,2,3,7,8,14,35,88,6,28,44,55,104
1,188,2,3,6,9,20,21,32,14,57,86,93,97
-1,145,2,3,5,8,11,29,93,57,74,88,99,104
-1,224,9,2,19,42,43,69,96,37,50,67,70,81
-1,153,2,3,49,62,63,74,90,28,47,50,93,106
1,153,2,2,6,10,13,70,104,14,39,44,46,101
1,136,8,3,16,62,93,98,103,9,32,51,53,73
1,155,2,2,1,53,62,74,83,6,7,91,104,109
1,152,2,3,12,32,38,39,88,2,36,44,52,104
1,151,2,3,6,9,26,28,55,8,23,29,84,97
1,182,2,3,8,14,62,68,104,5,9,42,73,105
-1,152,2,3,10,19,26,28,65,4,23,57,75,80
-1,136,2,2,18,53,91,93,100,6,32,60,74,83
1,186,2,2,32,46,56,70,109,23,29,35,57,59
-1,182,9,2,6,43,52,73,94,3,12,44,54,59
-1,112,2,2,23,40,44,60,84,6,14,71,87,96
1,224,2,2,16,28,32,98,103,1,2,9,34,74
1,134,2,3,6,9,41,53,74,2,17,20,44,50
1,223,2,2,1,13,27,41,74,5,7,8,33,48
-1,111,2,3,3,20,41,59,79,33,40,44,75,106
-1,227,9,2,15,47,70,104,111,17,56,63,65,81
1,192,4,2,1,9,12,54,67,37,61,81,86,102
1,225,8,2,32,54,63,67,98,5,14,17,73,88
1,187,2,3,2,9,14,39,78,13,30,32,73,93
1,224,8,2,9,36,41,76,85,37,39,62,93,98
1,156,1,2,1,57,68,88,104,49,54,64,72,109
-1,154,2,2,9,28,32,44,112,14,22,35,46,104
1,191,2,3,21,33,44,60,104,2,4,5,35,71
1,153,2,2,14,73,74,76,90,7,35,88,95,111
1,151,2,3,2,17,44,68,110,7,9,62,73,109
1,153,2,3,9,22,40,44,45,1,2,23,34,103
-1,134,2,3,18,23,53,75,104,5,34,54,71,99
1,231,8,3,9,14,33,54,74,21,32,42,43,111
-1,153,9,2,59,60,76,100,109,1,49,54,64,86
-1,171,2,2,1,9,11,14,25,16,26,54,59,62
1,227,2,2,29,39,44,51,59,7,14,17,71,103
-1,227,8,2,44,74,84,85,98,2,6,9,41,103
1,224,2,2,9,14,16,22,93,23,31,60,74,104
1,153,2,3,8,13,44,59,75,7,14,17,39,71
1,152,2,3,5,23,49,75,93,6,20,30,48,80
1,183,2,3,7,9,69,70,73,42,57,74,79,93
-1,231,2,2,71,74,95,97,104,7,16,17,44,96
-1,224,8,3,8,23,25,30,41,19,42,76,104,110
1,223,2,2,9,26,54,93,106,2,4,25,50,67
-1,192,2,3,7,9,12,18,102,44,62,93,98,104
1,187,9,2,15,35,44,56,64,43,59,73,81,107
-1,133,2,3,1,20,49,59,93,6,25,44,45,94
-1,154,2,3,1,6,27,59,62,12,32,44,70,99
-1,184,2,2,14,17,44,96,107,20,28,86,98,104
-1,138,1,2,40,41,65,83,97,4,16,50,89,104
-1,135,2,3,8,51,73,79,96,9,23,29,42,104
-1,187,2,2,9,35,74,84,88,25,42,44,51,93
-1,182,8,3,9,18,37,59,62,5,33,41,47,85
1,154,2,3,1,9,48,53,99,4,14,18,27,85
1,231,2,2,26,35,44,61,103,18,23,28,60,97
1,152,2,3,18,20,32,54,106,21,42,62,70,71
-1,154,9,2,4,11,16,42,93,6,9,59,99,102
-1,154,2,3,15,21,41,48,73,1,74,84,96,98
1,154,2,2,41,44,59,74,98,8,11,12,17,35
1,227,9,2,6,14,84,85,93,9,20,43,62,72
-1,155,2,2,7,9,19,44,104,2,6,11,77,84
-1,144,2,3,2,14,26,42,74,1,33,44,62,93
1,227,2,2,4,11,12,15,59,8,9,43,54,60
1,154,2,2,7,9,32,46,54,14,25,28,74,104
1,151,2,2,4,12,28,35,36,9,32,41,74,91
1,145,2,2,14,20,21,35,92,2,4,41,84,94
-1,231,8,2,4,7,20,41,43,42,62,67,74,87
1,154,2,2,18,44,74,87,102,23,34,36,89,106
-1,191,8,2,11,21,30,70,81,6,54,59,63,91
-1,152,9,2,15,40,63,74,88,6,11,43,99,109
-1,137,2,2,36,44,58,70,73,11,18,27,35,104
-1,151,2,3,2,21,96,100,104,18,34,59,93,98
1,185,2,3,11,29,30,33,67,21,35,41,60,75
-1,182,2,2,2,19,44,62,74,9,14,32,43,54
-1,232,2,2,8,14,44,59,105,9,32,48,102,104
1,227,8,3,23,32,57,73,104,7,10,59,75,99
-1,223,2,3,14,34,42,49,93,18,30,37,41,73
1,231,2,3,2,4,63,84,94,44,62,66,101,113
-1,156,2,2,5,21,44,68,85,1,7,74,81,102
1,231,2,2,28,42,47,48,54,9,14,21,25,104
-1,155,2,2,9,14,42,99,104,2,48,54,71,91
1,131,2,3,15,30,94,104,106,1,23,33,57,75
-1,155,2,2,16,32,44,82,89,8,9,29,41,88
1,156,1,2,3,15,34,87,102,30,32,35,40,50
-1,154,2,2,3,8,32,40,44,6,9,67,75,90
-1,153,2,3,2,19,26,34,85,6,9,14,68,98
1,154,9,2,14,15,18,63,75,7,20,23,44,93
-1,183,2,2,6,20,21,46,94,9,14,22,32,104
-1,156,2,3,34,57,67,75,93,8,9,44,74,85
1,153,2,3,18,33,44,62,68,42,74,75,84,94
-1,227,2,2,6,25,70,73,100,9,35,88,99,104
1,134,2,2,1,10,14,28,40,12,36,56,57,85
-1,112,2,2,28,44,62,73,98,7,41,74,94,104
-1,121,1,2,9,39,40,87,111,2,12,30,60,99
1,225,2,3,8,23,51,54,67,19,39,41,90,100
1,156,2,3,9,30,54,57,63,2,18,50,59,93
-1,232,2,2,20,21,36,62,70,8,9,41,43,65
1,156,2,2,4,6,25,42,48,2,44,53,64,98
1,153,2,2,6,9,14,32,44,2,34,47,56,99
1,152,9,2,2,23,63,67,89,10,51,59,86,99
1,112,2,3,10,25,26,41,84,9,31,53,74,87
1,133,2,2,23,44,54,69,71,1,14,18,46,48
-1,225,2,2,1,10,20,21,102,6,42,59,65,110
1,155,1,2,2,9,31,35,37,26,30,33,55,109
1,131,2,2,6,90,97,101,105,1,8,32,73,94
1,152,2,2,1,8,9,64,73,13,74,102,104,109
1,213,2,2,5,12,14,93,104,18,26,75,76,105
-1,152,9,2,14,21,76,89,106,15,25,59,99,104
1,227,2,2,6,40,43,53,104,1,9,51,74,79
-1,121,2,2,4,54,70,74,104,6,46,71,97,105
1,156,9,2,14,44,46,90,96,53,57,73,85,101
1,231,8,3,4,29,35,36,54,2,32,48,98,104
1,156,2,2,5,67,97,102,104,1,4,35,59,96
1,155,2,2,6,35,73,83,100,7,18,19,20,21
1,224,8,3,14,17,26,36,54,8,23,29,93,103
-1,153,2,3,1,9,14,34,104,21,41,42,62,94
1,227,2,3,2,14,35,74,84,9,21,27,54,65
-1,171,2,3,10,14,18,50,59,6,25,86,95,99
1,188,2,2,8,16,56,75,104,1,26,43,57,74
-1,153,9,2,20,40,71,73,104,1,12,56,62,110
-1,191,9,2,34,56,62,83,93,2,14,21,42,105
1,223,2,2,1,14,30,54,69,8,17,21,43,86
-1,224,8,3,34,44,56,84,104,3,9,32,93,103
1,224,8,2,21,41,91,98,99,23,30,93,94,110
-1,112,2,3,6,14,79,84,94,38,54,93,106,112
1,153,2,2,13,18,32,50,62,10,11,22,42,74
1,153,2,2,1,6,18,32,35,2,4,8,20,44
1,223,4,2,46,51,67,92,111,22,36,49,50,90
1,137,2,2,14,62,68,98,104,19,21,50,55,59
-1,231,2,3,2,7,26,47,95,8,9,21,57,70
-1,151,2,2,22,31,44,81,93,2,8,14,99,104
-1,224,2,3,6,10,17,36,62,4,14,26,32,44
-1,227,2,2,36,41,42,46,90,9,22,60,73,79
-1,155,2,2,1,6,21,22,44,14,27,28,59,70
-1,156,2,2,9,11,21,65,93,1,14,42,75,101
-1,151,2,3,2,4,15,53,57,5,8,14,26,101
1,225,4,2,68,71,94,98,109,34,41,55,70,113
1,204,2,3,23,36,45,78,109,6,9,17,34,60
-1,181,2,3,9,14,26,42,93,1,32,70,74,78
-1,225,2,2,9,31,97,103,106,12,41,51,70,87
-1,155,2,3,1,8,13,85,87,6,14,20,49,106
1,154,2,3,1,20,68,74,97,2,8,52,63,106
1,152,2,2,4,9,12,70,86,7,14,16,18,94
1,155,2,3,7,52,74,93,106,18,26,34,65,102
1,153,2,2,2,6,14,44,74,42,47,54,71,104
-1,153,2,2,14,42,44,80,90,6,17,19,36,99
1,185,2,2,9,23,47,77,109,8,35,44,59,63
1,133,2,3,6,20,35,97,104,9,49,58,93,101
1,145,2,3,2,12,33,54,55,1,20,39,42,43
-1,152,2,3,1,9,27,61,77,2,57,59,90,93
-1,145,2,3,32,34,41,54,93,14,44,53,68,85
-1,153,2,3,8,9,44,104,111,14,17,21,68,82
-1,153,9,2,8,13,32,39,99,9,22,48,54,56
-1,231,2,3,2,9,27,32,93,18,35,41,68,103
-1,144,2,2,18,20,35,54,67,8,12,22,36,79
1,156,2,3,8,28,30,94,104,14,32,36,41,99
1,153,9,2,9,32,77,81,104,2,22,56,70,106
1,181,9,2,1,21,63,79,93,8,14,36,67,71
-1,155,2,2,32,35,40,43,73,8,9,19,33,99
1,132,2,3,16,18,53,71,98,3,11,33,39,67
-1,204,2,2,17,34,35,44,82,4,22,51,60,74
-1,154,2,2,9,45,70,73,106,22,44,68,79,81
-1,156,2,3,6,18,36,59,68,9,16,48,93,95
